id,name,url,price
157,Смартфон Fly Life Compact 4G,https://market.yandex.ru/product--smartfon-fly-life-compact-4g/208532884?show-uid=15490588352370156676016157&nid=54726&context=search,3770
158,Смартфон HUAWEI Nova 3i 4/64GB,https://market.yandex.ru/product--smartfon-huawei-nova-3i-4-64gb/226445024?show-uid=15490588352370156676016158&nid=54726&context=search,15670
159,Смартфон Xiaomi Redmi 6 Pro 4/32GB,https://market.yandex.ru/product--smartfon-xiaomi-redmi-6-pro-4-32gb/131025093?show-uid=15490588352370156676016159&nid=54726&context=search,10300
160,Смартфон Samsung Galaxy Note 9 512GB,https://market.yandex.ru/product--smartfon-samsung-galaxy-note-9-512gb/144765065?show-uid=15490588352370156676016160&nid=54726&context=search,58490
161,Смартфон Meizu M6 16GB,https://market.yandex.ru/product--smartfon-meizu-m6-16gb/1732595877?show-uid=15490588352370156676016161&nid=54726&context=search,6800
162,Смартфон OnePlus 6T 6/128GB,https://market.yandex.ru/product--smartfon-oneplus-6t-6-128gb/216841060?show-uid=15490588352370156676016162&nid=54726&context=search,33550
163,Смартфон Motorola Moto Z2 Play 64GB,https://market.yandex.ru/product--smartfon-motorola-moto-z2-play-64gb/1730804316?show-uid=15490588352370156676016163&nid=54726&context=search,17990
164,Смартфон Sony Xperia XA2 Plus 32GB,https://market.yandex.ru/product--smartfon-sony-xperia-xa2-plus-32gb/117390259?show-uid=15490588352370156676016164&nid=54726&context=search,19279
165,Смартфон Apple iPhone Xs Max 256GB,https://market.yandex.ru/product--smartfon-apple-iphone-xs-max-256gb/175941400?show-uid=15490588352370156676016165&nid=54726&context=search,85690
166,Смартфон LG G7 ThinQ 64GB,https://market.yandex.ru/product--smartfon-lg-g7-thinq-64gb/41449031?show-uid=15490588352370156676016166&nid=54726&context=search,32490
167,Смартфон Honor 10 4/128GB,https://market.yandex.ru/product--smartfon-honor-10-4-128gb/43052348?show-uid=15490588352370156676016167&nid=54726&context=search,22690
168,Смартфон Meizu X8 4/64GB,https://market.yandex.ru/product--smartfon-meizu-x8-4-64gb/250197402?show-uid=15490588352370156676016168&nid=54726&context=search,15190
169,Смартфон Apple iPhone 7 Plus 32GB,https://market.yandex.ru/product--smartfon-apple-iphone-7-plus-32gb/14206637?show-uid=15490588352370156676016169&nid=54726&context=search,39690
170,Смартфон TP-LINK Neffos Y5s,https://market.yandex.ru/product--smartfon-tp-link-neffos-y5s/44739120?show-uid=15490588352370156676016170&nid=54726&context=search,5999
171,Смартфон Apple iPhone 8 256GB,https://market.yandex.ru/product--smartfon-apple-iphone-8-256gb/1732187073?show-uid=15490588352370156676016171&nid=54726&context=search,46000
172,Смартфон Alcatel 5V,https://market.yandex.ru/product--smartfon-alcatel-5v/154531899?show-uid=15490588352370156676016172&nid=54726&context=search,10990
173,Смартфон Vivo Y95,https://market.yandex.ru/product--smartfon-vivo-y95/272663136?show-uid=15490588352370156676016173&nid=54726&context=search,16490
174,Телефон Alcatel 2008G,https://market.yandex.ru/product--telefon-alcatel-2008g/1712323753?show-uid=15490588352370156676016174&nid=54726&context=search,1772
175,Смартфон Meizu M8 lite,https://market.yandex.ru/product--smartfon-meizu-m8-lite/209984590?show-uid=15490588352370156676016175&nid=54726&context=search,7450
176,Смартфон Samsung Galaxy J2 core SM-J260F,https://market.yandex.ru/product--smartfon-samsung-galaxy-j2-core-sm-j260f/348355318?show-uid=15490588352370156676016176&nid=54726&context=search,5450
177,Смартфон Apple iPhone X 64GB,https://market.yandex.ru/product--smartfon-apple-iphone-x-64gb/1732181846?show-uid=15490588352370156676016177&nid=54726&context=search,56490
178,Телефон LG G360,https://market.yandex.ru/product--telefon-lg-g360/12693726?show-uid=15490588352370156676016178&nid=54726&context=search,4430
179,Смартфон Highscreen Power Five Max 2,https://market.yandex.ru/product--smartfon-highscreen-power-five-max-2/209986612?show-uid=15490588352370156676016179&nid=54726&context=search,13398
180,Телефон BQ 2812 Quattro Power,https://market.yandex.ru/product--telefon-bq-2812-quattro-power/272668121?show-uid=15490588352370156676016180&nid=54726&context=search,1448
181,Смартфон DOOGEE S60 Lite,https://market.yandex.ru/product--smartfon-doogee-s60-lite/33164062?show-uid=15490588352370156676016181&nid=54726&context=search,11940
182,Смартфон Xiaomi Mi Mix3 6/128GB,https://market.yandex.ru/product--smartfon-xiaomi-mi-mix3-6-128gb/212327384?show-uid=15490588352370156676016182&nid=54726&context=search,34220
183,Телефон Micromax X412,https://market.yandex.ru/product--telefon-micromax-x412/165768771?show-uid=15490588352370156676016183&nid=54726&context=search,590
184,Смартфон OnePlus 5T 128GB,https://market.yandex.ru/product--smartfon-oneplus-5t-128gb/1807107808?show-uid=15490588352370156676016184&nid=54726&context=search,28500
185,Смартфон Vivo Y81,https://market.yandex.ru/product--smartfon-vivo-y81/122865049?show-uid=15490588352370156676016185&nid=54726&context=search,9690
186,Смартфон Blackview BV9500,https://market.yandex.ru/product--smartfon-blackview-bv9500/191067384?show-uid=15490588352370156676016186&nid=54726&context=search,16699
187,Смартфон Xiaomi Mi8 Pro 8/128GB,https://market.yandex.ru/product--smartfon-xiaomi-mi8-pro-8-128gb/234770006?show-uid=15490588352370156676016187&nid=54726&context=search,32000
188,Смартфон Alcatel 3L 5034D,https://market.yandex.ru/product--smartfon-alcatel-3l-5034d/94291040?show-uid=15490588352370156676016188&nid=54726&context=search,6206
189,Смартфон Motorola Moto E5 Plus 32GB,https://market.yandex.ru/product--smartfon-motorola-moto-e5-plus-32gb/103389642?show-uid=15490588352370156676016189&nid=54726&context=search,13314
190,Смартфон Apple iPhone Xr 256GB,https://market.yandex.ru/product--smartfon-apple-iphone-xr-256gb/175941455?show-uid=15490588352370156676016190&nid=54726&context=search,63490
191,Смартфон Meizu M5s 32GB,https://market.yandex.ru/product--smartfon-meizu-m5s-32gb/1720630628?show-uid=15490588352370156676016191&nid=54726&context=search,7650
192,Смартфон Digma LINX RAGE 4G,https://market.yandex.ru/product--smartfon-digma-linx-rage-4g/146649774?show-uid=15490588352370156676016192&nid=54726&context=search,5860
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
id,name,url,price
